time_real,time sec,time nanosec,position X,position Y,position Z,orientation X,orientation Y,orientation Z,orientation W
1714372449.2573907,574,666696637,-0.04810674897268643,-17.104389355332312,7.822502151823384e-05,-0.00024349821640998006,-3.993204146377289e-05,-0.14924054901252273,0.9888008887761436
1714372449.3573575,574,683363305,-0.04826887403170896,-17.104343579519725,7.818365846871028e-05,-0.00023609836054320376,-3.996352753683043e-05,-0.1453697823361142,0.9893773643277025
1714372449.4531732,574,700029972,-0.04843576715367996,-17.104303525769335,7.832865843012539e-05,-0.00022968345130366984,-3.986242370051587e-05,-0.14150244217551458,0.9899378791191216
1714372449.5498357,574,716696640,-0.04860409149956788,-17.10426156467524,7.80288886584858e-05,-0.0002235145104229757,-3.960910932458442e-05,-0.1376303334723784,0.9904836393301325
1714372449.66307,574,733363308,-0.04877861286764829,-17.104223418299526,7.890122184671276e-05,-0.00021702536256212857,-4.0295612109001086e-05,-0.13375810583971023,0.9910139859751872
1714372449.771132,574,750029975,-0.04895218077742879,-17.104177642526025,7.965283559148687e-05,-0.00021114665914024282,-4.1912966974847526e-05,-0.12987246669787358,0.9915306833649684
1714372449.863997,574,766696643,-0.04912670380988253,-17.104135681453126,7.948208854259206e-05,-0.00020354982748939078,-4.115878066987509e-05,-0.1259902562115093,0.9920314572699702
1714372449.9793675,574,783363310,-0.04929788742944904,-17.104093720368734,8.028953266328664e-05,-0.00019850700235541144,-4.215256782704811e-05,-0.1221054732781824,0.9925171092800578
1714372450.0740368,574,800029978,-0.04947002671677497,-17.10404794459043,7.984679033350567e-05,-0.0001910182976108328,-4.116912531743583e-05,-0.11821911278348522,0.992987514115761
1714372450.1858394,574,816696645,-0.049647886149076725,-17.104004076180246,8.060519822732674e-05,-0.00018451126137415395,-4.245915758839961e-05,-0.1143322299971357,0.9934425526102133
1714372450.2826548,574,833363313,-0.049825268899409206,-17.10395639307117,8.127344411438012e-05,-0.00017986076912629022,-4.2650989938690435e-05,-0.11044316274639762,0.9938824244514889
1714372450.3755746,574,850029980,-0.049998361375000286,-17.103914431993374,8.113023467762362e-05,-0.00017244131155414914,-4.35632153641666e-05,-0.10655981231194418,0.9943062781488828
1714372450.4719675,574,866696648,-0.050167162180003375,-17.10387247090089,8.106963807728217e-05,-0.00016607697602456282,-4.3016229391070906e-05,-0.10267598423119627,0.9947148399567572
1714372450.5972545,574,883363315,-0.050337869145207305,-17.103832417163506,8.175711829718196e-05,-0.00016068166793889986,-4.347964805026443e-05,-0.09879215540958226,0.9951080756985398
1714372450.6940172,574,900029983,-0.05050905409888234,-17.103786641381912,8.173009817604389e-05,-0.00015470939919976008,-4.278148981479743e-05,-0.09490515312204412,0.9954863063576652
1714372450.8090582,574,916696650,-0.05068214602938722,-17.103752309698624,8.191471439609407e-05,-0.00014871665818100754,-4.337747840806388e-05,-0.09102464033560796,0.9958486284840298
1714372450.9086947,574,933363318,-0.0508576214545591,-17.10371225597756,8.255013895558781e-05,-0.00014142526177096952,-4.420905688281419e-05,-0.08714518658614283,0.9961956105601555
1714372451.0023143,574,950029985,-0.05103548281625233,-17.10368364635653,8.205685192037887e-05,-0.00013522141985281832,-4.3224024033608184e-05,-0.08327242262634102,0.9965268102147535
1714372451.1234248,574,966696653,-0.05121429555878728,-17.103649314692756,8.302538624311483e-05,-0.00012880025164584293,-4.445974055886474e-05,-0.07939421248754482,0.996843287812738
1714372451.2295125,574,983363321,-0.051399308896197496,-17.103622612444795,8.290105012325444e-05,-0.0001219195190498708,-4.379674540255979e-05,-0.07552149381889108,0.997144165699644
1714372451.3242867,575,29988,-0.05158813592224925,-17.10359972490711,8.340860137767883e-05,-0.00011610088175414597,-4.4747704597780387e-05,-0.07165059227779977,0.9974297855711292
1714372451.433777,575,16696656,-0.051779823328217386,-17.10358446677371,8.430811220479842e-05,-0.00011110248502422186,-4.537933862331676e-05,-0.06778329619583208,0.9977000603156149
1714372451.533779,575,33363323,-0.05197485052451824,-17.10356920865182,8.399101358199823e-05,-0.0001049878826544406,-4.4617943016617746e-05,-0.0639100033033036,0.9979556595683775
1714372451.6300428,575,50029991,-0.05217273685948028,-17.103552043190994,8.487053557631799e-05,-9.77810246088954e-05,-4.59993574856703e-05,-0.060032706612363824,0.9981964047519527
1714372451.7286959,575,66696658,-0.05237300908227495,-17.103532970389768,8.468094963365106e-05,-9.19576268591012e-05,-4.6435118604965217e-05,-0.05615226470591807,0.9984222115698204
1714372451.8257294,575,83363326,-0.052569943004944865,-17.103519619623004,8.475430041059651e-05,-8.584687553354501e-05,-4.608565484390317e-05,-0.052270552728331476,0.9986329555066271
1714372451.9299777,575,100029993,-0.052762107719280506,-17.10350436149126,8.535654327827075e-05,-7.700514909073791e-05,-4.6943894541927946e-05,-0.04838617562939992,0.998828698964161
1714372452.048651,575,116696661,-0.05295236632059601,-17.103487196004412,8.51809070406624e-05,-7.262595805368345e-05,-4.622690611201078e-05,-0.04450017079685498,0.9990093730228932
1714372452.146211,575,133363328,-0.053143099952556797,-17.10347384521638,8.613851278626737e-05,-6.716999600932564e-05,-4.7034613710751174e-05,-0.0406156457833028,0.999174840852962
1714372452.240548,575,150029996,-0.05333764932802726,-17.10345667974418,8.644650712802878e-05,-5.972102102343024e-05,-4.733266588828729e-05,-0.036728864846465675,0.9993252647061959
1714372452.3539069,575,166696663,-0.053528384233866556,-17.103443328956207,8.659945117751859e-05,-5.33723422308916e-05,-4.7903423195080343e-05,-0.03284270891355755,0.9994605301500777
1714372452.4565055,575,183363331,-0.053713873425075734,-17.103428070801634,8.70719164314804e-05,-4.61258482985534e-05,-4.835950223366501e-05,-0.02895757630976095,0.9995806392222836
1714372452.5511167,575,200029999,-0.05389983943979624,-17.103416627345958,8.754513683708606e-05,-4.000093566173503e-05,-4.845146035902151e-05,-0.025075849623215823,0.9996855494694594
1714372452.6482527,575,216696666,-0.05408628303944371,-17.103407091240577,8.754227570333661e-05,-3.436501671573367e-05,-4.814920081813693e-05,-0.02119260638172838,0.9997754097473338
1714372452.7527976,575,233363334,-0.05427177241285097,-17.103393740434647,8.78955319474713e-05,-2.7312224736114675e-05,-4.8346887254894305e-05,-0.017310215516709193,0.9998501654524972
1714372452.8614364,575,250030001,-0.054459169031614824,-17.10338229698387,8.83114124558973e-05,-2.2760321318049153e-05,-4.904830371899087e-05,-0.013426459241150206,0.9999098595715903
1714372452.965467,575,266696669,-0.05464561262473764,-17.103374668227126,8.830855145248594e-05,-1.4686310274548174e-05,-4.9296086519669064e-05,-0.009549903042592314,0.9999543973132401
1714372453.0611277,575,283363336,-0.054829671394101546,-17.103361317416294,8.871914759380026e-05,-8.75307303277972e-06,-4.91793589036298e-05,-0.0056677008928897495,0.9999839372066749
1714372453.1874523,575,300030004,-0.05501229987663758,-17.10335178129785,8.897846789768127e-05,-2.1612950507702617e-06,-4.951802674867345e-05,-0.0017903058476028617,0.9999983961728468
1714372453.2836347,575,316696671,-0.05519540485242015,-17.103346059878284,8.944715934849523e-05,4.569837255869438e-06,-4.9823679801342985e-05,0.002082646185956692,0.9999978300384365
1714372453.3888447,575,333363339,-0.05537946373722747,-17.103340338461997,8.976834915603798e-05,8.666108308375055e-06,-5.0174854195902716e-05,0.005960317895431432,0.9999822358512015
1714372453.4872825,575,350030006,-0.05556543081100509,-17.1033365244009,8.9556117527046e-05,1.5045740936048477e-05,-4.998294826131653e-05,0.009833105777375539,0.9999516524843096
1714372453.581935,575,366696674,-0.055749489884535146,-17.10333080298462,8.975809819442354e-05,2.110750358289154e-05,-4.970224782577683e-05,0.013709261083029334,0.9999060222064458
1714372453.68036,575,383363341,-0.05593307202714317,-17.1033250815667,9.001892854091602e-05,2.8565317816199568e-05,-4.979478634131815e-05,0.01758629628933656,0.9998453474849626
1714372453.8032565,575,400030009,-0.05611379233526627,-17.103323174836223,9.078186864798088e-05,3.576745736926232e-05,-5.0547320532472244e-05,0.021457248271583185,0.9997697648270171
1714372453.9049573,575,416696676,-0.05629117623852472,-17.103338434232096,9.058585256999319e-05,4.082080447223329e-05,-4.847408211155997e-05,0.024999944160340286,0.9996874505443715
1714372454.0113842,575,433363344,-0.05646569788267207,-17.103357508315387,9.116016681794959e-05,4.383378951249011e-05,-4.785537198705111e-05,0.028009626965632875,0.9996076513241124
1714372454.1115053,575,450030012,-0.05663735981395731,-17.10336704564579,9.092528937229448e-05,4.8517941212997464e-05,-4.673753655641273e-05,0.030570129575133134,0.9995326220986345
1714372454.2094162,575,466696679,-0.05679948328942604,-17.10338421233802,9.174819689012542e-05,5.5052457036270016e-05,-4.755072493795798e-05,0.032698832199342075,0.9994652475603916
1714372454.3141265,575,483363347,-0.05693824310753106,-17.103397564253125,9.169965050870855e-05,5.816533340412113e-05,-4.732971238766477e-05,0.03447653126989796,0.9994055048719154
1714372454.4140136,575,500030014,-0.05706222115989639,-17.10340328672314,9.153829513081806e-05,5.8872330586501074e-05,-4.648800184807173e-05,0.03595573955388489,0.9993533805246508
1714372454.5091684,575,516696682,-0.05715711144172797,-17.103418545836785,9.177792633121041e-05,6.162201877419559e-05,-4.6604874824657177e-05,0.0371621207888973,0.9993092468346242
1714372454.627992,575,533363349,-0.05725772375425475,-17.10342236087821,9.205641772622747e-05,6.101523889479628e-05,-4.598263860247506e-05,0.03815939663138775,0.9992716620676612
1714372454.7258735,575,550030017,-0.0573478465197321,-17.103437619975583,9.17520588861998e-05,6.286218423479738e-05,-4.644272032297586e-05,0.038952159492732195,0.9992410735964932
1714372454.8230903,575,566696684,-0.05741555762203634,-17.103443342253115,9.165063779933227e-05,6.254596581264423e-05,-4.546479562558484e-05,0.03961117866010821,0.9992151662910804
1714372454.9183314,575,583363352,-0.05746705553943658,-17.103445249777888,9.200038671954906e-05,6.592518039313248e-05,-4.616320540672924e-05,0.04013790236022734,0.9991941464585098
1714372455.0294154,575,600030019,-0.05751283150443759,-17.103435713191292,9.231127388108416e-05,6.711095136019252e-05,-4.5644007758179155e-05,0.04056453294663556,0.9991769173072235
1714372455.1229553,575,616696687,-0.05755479333961297,-17.103454786821175,9.2198891879371e-05,6.600769652110709e-05,-4.642131432673472e-05,0.04087284637074253,0.9991643528056829
1714372455.2218573,575,633363354,-0.05759675535397035,-17.10344906491883,9.202690361318017e-05,6.533183037519127e-05,-4.568521408432589e-05,0.04114804906810578,0.9991530571951937
1714372455.3222215,575,650030022,-0.0576315644113571,-17.1034662311756,9.205220954182059e-05,6.827200502377026e-05,-4.640659658410621e-05,0.04133318998828406,0.9991454151377334
1714372455.4234946,575,666696690,-0.05766828059062434,-17.103466231301184,9.225934757153671e-05,6.847740200227616e-05,-4.588269552136234e-05,0.04148845623766666,0.9991389799245343
1714372455.524553,575,683363357,-0.057698797967882375,-17.103458602011035,9.242686921227965e-05,6.763560485588471e-05,-4.637098903069271e-05,0.04161115309499979,0.9991338775225574
1714372455.639226,575,700030025,-0.05771882520582408,-17.103470046171346,9.236916855982586e-05,6.76468556499281e-05,-4.55650045561727e-05,0.041684343882268465,0.9991308266802892
1714372455.7395873,575,716696692,-0.057728839043632685,-17.103473860902877,9.2206207820575e-05,6.86533372885829e-05,-4.609597738545061e-05,0.04174226391316572,0.999128408446724
1714372455.8436334,575,733363360,-0.05773074532580158,-17.103481490303885,9.286487817670662e-05,6.694986685736666e-05,-4.618660982932513e-05,0.04178078849786327,0.9991267983079071
1714372455.9641645,575,750030027,-0.05772311668919736,-17.103483397626455,9.237596349090134e-05,6.870661503909568e-05,-4.630685352663521e-05,0.04181185231060239,0.9991254986944497
1714372456.062791,575,766696695,-0.057715010191106725,-17.10348149025008,9.25419439243609e-05,6.876610929934648e-05,-4.5759991572425826e-05,0.04183386500918074,0.9991245772753461
1714372456.1589541,575,783363362,-0.05771024172310607,-17.103470046141965,9.262380108777974e-05,6.767564210020682e-05,-4.6483308170323795e-05,0.04185441457863107,0.9991237166835695
1714372456.2658317,575,800030030,-0.0577102421542569,-17.103468138793353,9.235558039206994e-05,6.725317814583228e-05,-4.563762316208665e-05,0.041851997199017214,0.9991238180148999
1714372456.3597133,575,816696697,-0.05771358008346086,-17.10346050941024,9.23310618224499e-05,6.707519344449784e-05,-4.676605570977392e-05,0.041842214725258974,0.9991242277018108
1714372456.4741821,575,833363365,-0.05771787191516488,-17.103454787379036,9.215904173989675e-05,6.740131108070929e-05,-4.5547323657907166e-05,0.04182330861423917,0.9991250193239396
1714372456.570455,575,850030032,-0.05771930204740137,-17.10345478738391,9.239972469313015e-05,6.691711721393928e-05,-4.622810797632295e-05,0.041795723216203055,0.9991261736667176
1714372456.6807299,575,866696700,-0.05771596450869223,-17.10345860206977,9.21858247217436e-05,6.626660641466733e-05,-4.569788769891297e-05,0.041761190281689925,0.9991276177279339
1714372456.7825234,575,883363367,-0.057709765639928336,-17.103456694699936,9.217601100882596e-05,6.717739651227923e-05,-4.5939185959279444e-05,0.04173324242617197,0.9991287854192706
1714372456.8779986,575,900030035,-0.05770308969870037,-17.103454787328456,9.231445383014719e-05,6.713411065932824e-05,-4.606113000024737e-05,0.04170367109889882,0.9991300201616696
1714372456.9711246,575,916696703,-0.05769593760904802,-17.103458602001275,9.200510787589548e-05,6.660941616007348e-05,-4.5922161588358517e-05,0.04167064308244497,0.9991313982452139
1714372457.0901208,575,933363370,-0.057689738774415494,-17.10346050932871,9.196549213861272e-05,6.74447946824995e-05,-4.539949055128255e-05,0.04163530430885331,0.9991328714566422
1714372457.186363,575,950030038,-0.05768210891763811,-17.10346050930259,9.225143673354322e-05,6.752899279174302e-05,-4.6549521782499536e-05,0.04160180642377052,0.9991342667405899
1714372457.2885563,575,966696705,-0.05767877093974543,-17.103454787245266,9.233555896087928e-05,6.864871844587465e-05,-4.56581847621752e-05,0.041572394363384224,0.9991354909268206
1714372457.3876762,575,983363373,-0.05767495624073551,-17.10345669458085,9.23295199634761e-05,6.788685806570289e-05,-4.624555861144836e-05,0.041533938785401604,0.9991370902842579
1714372457.481931,576,30040,-0.05767114109601737,-17.10345097252188,9.262150329513363e-05,6.786748391617534e-05,-4.574551972497326e-05,0.04150906130608043,0.99913812415043
1714372457.5870607,576,16696708,-0.057666372515589405,-17.10345860190009,9.27331640469746e-05,6.639959008548616e-05,-4.684320858011809e-05,0.041470971365516696,0.9991397059124458
1714372457.6843019,576,33363375,-0.057662558355141,-17.1034547871898,9.239929952310285e-05,6.75327706529557e-05,-4.5978089910011666e-05,0.04144581730231186,0.999140749621135
1714372457.7816408,576,50030043,-0.05765731338235253,-17.103456694520503,9.224198442759019e-05,6.694374113206067e-05,-4.620802265929651e-05,0.04141381379186527,0.9991420766890797
1714372457.9037023,576,66696710,-0.05765397539141053,-17.103454787160445,9.232610691560241e-05,6.704561108364256e-05,-4.5752829037316896e-05,0.04139288502523908,0.9991429439679049
1714372458.0032263,576,83363378,-0.05764873099131495,-17.103454787142542,9.181116426925604e-05,6.637013539999889e-05,-4.621764115121677e-05,0.041367877680101035,0.9991439796922058
1714372458.1014717,576,100030045,-0.05764634551355112,-17.103447157739794,9.264185327422189e-05,6.877600937891014e-05,-4.6161337164146795e-05,0.04135304539142661,0.9991445935278067
1714372458.1985219,576,116696713,-0.05764348482445197,-17.103447157730024,9.242870793312682e-05,6.714760195447459e-05,-4.632831642779969e-05,0.041333738496121396,0.9991453925264435
1714372458.3099895,576,133363381,-0.05764014701570804,-17.103447157718605,9.239362141131193e-05,6.75747339527907e-05,-4.60296779522976e-05,0.041316005771885475,0.9991461259405361
1714372458.403302,576,150030048,-0.05763537847593609,-17.103456694445455,9.247548000844967e-05,6.631859125734053e-05,-4.660272066932026e-05,0.04129277212499347,0.9991470864693868
1714372458.5027418,576,166696716,-0.0576339487618011,-17.103458601789228,9.196657662018264e-05,6.64740341192671e-05,-4.5071203290747255e-05,0.041279353502983986,0.9991476410041537
1714372458.6043594,576,183363383,-0.05763108684600413,-17.103458601779398,9.252829069016146e-05,6.570851541826571e-05,-4.666152488555762e-05,0.0412683570493649,0.9991480952349052
1714372458.7056081,576,200030051,-0.057631564208076996,-17.103456694432424,9.220122031533669e-05,6.780741426833926e-05,-4.568884328301973e-05,0.041257093832622736,0.9991485602867926
1714372458.8075957,576,216696718,-0.05763013369187036,-17.10345860177616,9.21989557727718e-05,6.643876617643694e-05,-4.6262162726895874e-05,0.041245717876677204,0.999149030026322
1714372458.926864,576,233363386,-0.05762965709121312,-17.10345860177454,9.204918945659764e-05,6.702217511034878e-05,-4.545716682585352e-05,0.04123696298051835,0.9991493913954096
1714372459.0246592,576,250030053,-0.05762870379553729,-17.103458601771298,9.18092613943319e-05,6.72524521409116e-05,-4.581837944976098e-05,0.0412318964022162,0.9991496004587405
1714372459.1298273,576,266696721,-0.05762727224788024,-17.10345860176636,9.246264699233758e-05,6.695379186354187e-05,-4.6239246467465254e-05,0.04122739276157457,0.9991497863009353
1714372459.2465496,576,283363388,-0.05762584235154718,-17.103458601761492,9.207295261389769e-05,6.676419675522515e-05,-4.6011669461014934e-05,0.04121975233938938,0.9991501015575927
1714372459.3416882,576,300030056,-0.05762536541410048,-17.103460509108487,9.213180242335071e-05,6.744814404143948e-05,-4.55793467082e-05,0.04121375035385817,0.9991503491242151
1714372459.436207,576,316696723,-0.05762345805480852,-17.10346432379923,9.212878312015624e-05,6.610950931450345e-05,-4.589591088514699e-05,0.041207433319602645,0.9991506097492553
